127.0.0.1 - - [28/Jun/2023:11:19:37 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:19:38 +0530] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "POST /Pharmacy/faces/Login.xhtml;jsessionid=F98DFBA1A34277FE2D2CFAEA54C1FB58 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 9155
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:21:21 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 9143
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:14 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:14 +0530] "GET /Pharmacy/error.xhtml HTTP/1.1" 200 2715
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/Login.xhtml HTTP/1.1" 200 5990
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/core.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/components.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/components.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/watermark/watermark.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery-plugins.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:19 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "POST /Pharmacy/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/Home.xhtml HTTP/1.1" 200 9147
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/javax.faces.resource/components.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery-plugins.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/javax.faces.resource/core.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/javax.faces.resource/components.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:23:33 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/Home.xhtml HTTP/1.1" 200 9444
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/javax.faces.resource/components.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/javax.faces.resource/core.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery-plugins.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/javax.faces.resource/components.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:16 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/Home.xhtml HTTP/1.1" 200 9448
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/javax.faces.resource/components.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery-plugins.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/javax.faces.resource/core.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/javax.faces.resource/components.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:29 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/Home.xhtml HTTP/1.1" 200 9446
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery-plugins.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/javax.faces.resource/components.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/javax.faces.resource/core.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/javax.faces.resource/components.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:40 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/Home.xhtml HTTP/1.1" 200 9448
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/javax.faces.resource/components.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/javax.faces.resource/core.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery-plugins.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/javax.faces.resource/components.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:29:50 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:11 +0530] "POST /Pharmacy/Home.xhtml HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:11 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.woff2.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:13 +0530] "POST /Pharmacy/Home.xhtml HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:13 +0530] "GET /Pharmacy/doctor.xhtml HTTP/1.1" 200 6575
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:13 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:13 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:13 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "POST /Pharmacy/doctor.xhtml HTTP/1.1" 200 9448
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "GET /Pharmacy/javax.faces.resource/components.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "GET /Pharmacy/javax.faces.resource/components.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "GET /Pharmacy/javax.faces.resource/core.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery-plugins.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:15 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "POST /Pharmacy/Home.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/Login.xhtml HTTP/1.1" 200 5990
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/theme.css.xhtml?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/core.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/components.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/components.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/primeicons/primeicons.css.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/jquery/jquery-plugins.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jun/2023:11:30:17 +0530] "GET /Pharmacy/javax.faces.resource/watermark/watermark.js.xhtml?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
