127.0.0.1 - - [26/Jun/2023:15:27:46 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:27:48 +0530] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "POST /Pharmacy/faces/Login.xhtml;jsessionid=43607F6E2D9D91169F09E264012DB02D HTTP/1.1" 200 12745
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "GET /Pharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:31 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:34:32 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.woff2?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "POST /Pharmacy/faces/AddPharmacyDetail.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/Login.xhtml HTTP/1.1" 200 6045
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:11 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:18 +0530] "POST /Pharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:18 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6758
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:18 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:19 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:19 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:19 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:19 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:19 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:19 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:19 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/Login.xhtml HTTP/1.1" 200 6002
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:35:22 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "POST /Pharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/Login.xhtml HTTP/1.1" 200 6063
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:17 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "POST /Pharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6768
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 7276
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:34 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.woff2?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:39 +0530] "POST /Pharmacy/faces/addRole.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:39 +0530] "GET /Pharmacy/faces/addDoctor.xhtml HTTP/1.1" 200 6698
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:40 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:40 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:40 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:40 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:40 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:40 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:38:40 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:09 +0530] "POST /Pharmacy/faces/addDoctor.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:09 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6770
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:10 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:37 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:41 +0530] "POST /Pharmacy/faces/addRole.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:41 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6793
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:41 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:41 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:41 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:41 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:41 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:41 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:42 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:39:42 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:40:12 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:19 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 210
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:24 +0530] "POST /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:24 +0530] "GET /Pharmacy/faces/doctor.xhtml HTTP/1.1" 200 4926
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:24 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:24 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:24 +0530] "GET /Pharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:29 +0530] "POST /Pharmacy/faces/doctor.xhtml HTTP/1.1" 200 4060
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:29 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "POST /Pharmacy/faces/addDisease.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/Home.xhtml HTTP/1.1" 200 6791
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jun/2023:15:43:47 +0530] "GET /Pharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
